1.2538918549336324E-11 1.0972010676516344E-12 0.9999999999729388 4.726928561107287E-14 0.30471122844224197 3.1541956633760917E-14 3.218039864607351E-14 1.3020669561459147E-6 4.07063947521125E-15 2.9073079113557103E-7 2.7949542841570234E-13 
4.787703475312445E-13 1.9155670462421963E-13 0.8720609599378213 8.131541637045576E-15 0.0017925252820632787 5.078814860186559E-14 1.158280282689745E-13 3.080987963950647E-13 3.9922870006635617E-14 2.1186393008566197E-11 4.869474978883781E-14 
6.601684437278629E-13 8.875104890575108E-13 0.9999999999974711 5.631666173960869E-14 0.9999999680275858 8.580708606519888E-14 7.804160835190276E-13 3.1288256012239104E-13 5.862840653239351E-15 0.22909454111656877 1.0052377720846757E-13 
8.501743689482229E-13 1.2186190162472778E-13 0.9392263049366543 1.2331902235391305E-13 7.310056022766849E-6 4.2423351089801546E-14 1.8401002414477762E-13 1.3840670929814148E-13 9.898256542364274E-14 2.587188133802831E-12 2.709530686707186E-13 
8.528824086154339E-14 2.8116211839739003E-13 0.9995269044811389 2.302698535593698E-13 0.8419576740292062 7.086208601621632E-13 1.0249194595779727E-14 8.055444524998408E-14 2.51905250651462E-13 9.819378717937366E-4 4.5239111222577073E-14 
1.3569453274466769E-11 9.468002142056988E-13 0.9999999991676456 1.7250956880427273E-14 0.9974366692581038 2.9737437653760817E-13 1.083646802878458E-13 1.5340218642871284E-13 2.674523389961885E-14 1.8552638305656537E-11 1.161482040334261E-13 
5.397351486694514E-12 1.1983657025355952E-12 0.6613975744778157 4.704266347010337E-14 6.087861144020217E-8 9.562827928729331E-15 2.774973702877152E-13 2.6127034863838388E-14 2.235784594466342E-13 1.1407835860869003E-14 3.0034308093945196E-13 
2.8387649798909384E-13 1.4901964916555637E-13 0.9999999999995048 8.608669929062384E-14 0.9999999680052091 5.710906782830069E-14 3.947852575956638E-13 3.051826865637147E-13 6.61273825978349E-14 0.19851475005688438 2.7234588846361926E-13 
1.0661109809168406E-10 7.323906645280677E-13 0.9999999999983887 6.0776685379907155E-15 0.969934170045129 4.232779225861314E-13 3.002773275944053E-13 1.4345550992658868E-12 1.2504440960595554E-13 4.020679762851238E-7 1.2124879910472997E-13 
7.239064843023591E-13 7.172322116713078E-13 0.9999999986365443 4.72597016812478E-15 1.037970969841595E-6 8.787830207956538E-15 8.24341543820615E-13 1.2744123620397897E-12 1.156641512687256E-14 2.668042052347475E-12 3.1767115183928835E-14 
7.371794870402633E-13 9.093868514712365E-13 0.9999991346497492 2.610694092619525E-13 0.5778216861708688 5.955631944247184E-15 4.1800840004809233E-13 1.6190564552494913E-13 2.757115899855439E-14 3.16283317506799E-10 2.8041862908555157E-13 
5.627701724520944E-13 1.2496874337906988E-13 0.10430692087870919 5.4679919033714144E-15 2.6859758865133456E-7 4.8275771914429204E-14 1.4527705152939508E-13 3.116187042310763E-13 1.0208752931827163E-15 1.8813180358132895E-12 2.2438724729376475E-13 
4.059298519946187E-12 2.558019006191823E-13 0.9999999999994785 1.6212837539554456E-14 0.9999999672932651 1.455985537905078E-12 1.845352049085476E-12 6.297079579998441E-8 1.0982985054235102E-14 0.736686464375607 1.3150646231389851E-14 
2.574695034146402E-11 1.1952097496028052E-13 0.9999999999992857 6.911980270534448E-15 0.999999991452499 4.845946030645862E-13 1.0274156461318668E-13 5.975759577584505E-14 1.0167353327621367E-14 0.4685587258172583 2.727092264314218E-13 
3.5980953980563137E-12 1.113548637395243E-13 0.961302361500269 4.0838613426204504E-14 3.048465839702262E-9 8.749367025141178E-14 3.9149281354479494E-14 5.608308454892263E-13 3.5774576923448065E-14 4.462279415732776E-13 2.1952128340985122E-13 
4.407648045635733E-11 1.5047324211503212E-13 0.06370253576215029 2.0928693142720735E-14 2.5577328192246016E-6 4.547756711242249E-14 4.7658091731796845E-14 1.2171172319886036E-12 3.875782099882089E-14 4.028901356594082E-15 2.297509695342436E-13 
1.3319867579197713E-12 1.8347620643458783E-12 0.9999991346497492 1.5201744502335987E-15 0.33593789844940364 1.1839813974760514E-14 6.361587473754179E-14 1.2158939456376202E-13 1.1065178505309587E-15 2.478354906255964E-12 2.8041862908555157E-13 
2.5701653351578744E-11 9.688719597144675E-14 0.999999999997963 5.670552414856605E-14 0.6149010590051927 2.942044965589169E-13 1.2015035163184085E-13 4.339905918769146E-14 4.167741892903431E-14 1.2334694211298376E-11 4.242667636961556E-16 
4.07696288705495E-11 2.8585331883804206E-13 0.7817796486488188 2.4500573759048646E-13 3.0139578960763223E-5 2.5228449519833825E-13 7.040680360408936E-15 6.066416364010575E-13 3.168336792426939E-14 1.1373026868185908E-11 4.630708178279995E-14 
